schidkn,sex,frl,reg_size,reg_size_aid,small_size,white,black,other,totexp,tmathss,treadss
48,boy,no,0,0,1,1,0,0,17,513,465
79,girl,no,0,0,1,1,0,0,12,489,434
11,boy,no,0,1,0,1,0,0,13,602,483
80,boy,no,0,0,1,1,0,0,12,500,447
14,boy,yes,0,0,1,0,1,0,13,463,413
5,girl,yes,1,0,0,1,0,0,8,444,403
7,boy,no,0,1,0,1,0,0,9,528,439
36,boy,no,1,0,0,1,0,0,15,489,461
71,girl,yes,1,0,0,1,0,0,6,489,416
7,boy,yes,0,1,0,1,0,0,9,602,490
32,boy,yes,1,0,0,0,1,0,2,444,414
15,girl,yes,1,0,0,0,1,0,11,444,410
38,boy,yes,1,0,0,1,0,0,13,463,442
46,girl,no,0,0,1,1,0,0,4,439,445
70,boy,no,1,0,0,1,0,0,10,463,422
71,girl,no,0,0,1,1,0,0,20,489,428
56,boy,no,0,0,1,1,0,0,3,412,402
15,girl,yes,0,0,1,0,1,0,21,454,403
48,boy,no,0,1,0,1,0,0,13,602,450
58,girl,no,1,0,0,1,0,0,3,478,442
76,boy,yes,0,0,1,1,0,0,8,489,451
17,boy,no,0,1,0,1,0,0,8,626,538
48,girl,yes,0,1,0,1,0,0,13,500,422
29,boy,yes,0,1,0,0,1,0,17,468,439
45,boy,yes,0,1,0,0,1,0,11,484,430
48,girl,yes,0,1,0,1,0,0,13,489,425
22,boy,yes,1,0,0,0,1,0,11,602,518
65,girl,yes,1,0,0,1,0,0,12,484,450
33,boy,yes,0,1,0,0,1,0,22,418,393
76,boy,no,1,0,0,1,0,0,2,559,474
75,boy,no,1,0,0,1,0,0,13,468,430
56,girl,yes,1,0,0,1,0,0,13,463,405
43,girl,no,1,0,0,1,0,0,3,489,430
78,girl,no,0,1,0,1,0,0,3,449,430
8,boy,yes,0,1,0,1,0,0,12,484,439
10,girl,no,0,1,0,1,0,0,12,536,463
16,girl,yes,1,0,0,0,1,0,8,399,402
23,girl,yes,1,0,0,0,1,0,20,528,450
25,girl,yes,0,0,1,1,0,0,12,506,428
72,boy,yes,0,1,0,1,0,0,10,454,419
27,boy,yes,0,1,0,0,1,0,10,463,428
72,boy,no,1,0,0,1,0,0,12,559,455
80,girl,no,0,1,0,1,0,0,13,463,437
24,girl,no,0,0,1,0,1,0,13,434,430
32,boy,yes,0,1,0,0,1,0,0,434,391
10,girl,no,0,1,0,1,0,0,12,463,422
1,boy,no,1,0,0,1,0,0,5,463,503
30,boy,yes,0,0,1,0,1,0,2,513,456
27,boy,yes,1,0,0,0,1,0,12,384,467
23,boy,no,0,0,1,0,1,0,0,626,478
62,girl,no,1,0,0,1,0,0,16,444,428
8,girl,no,1,0,0,1,0,0,13,418,419
62,boy,no,1,0,0,1,0,0,16,484,419
15,girl,yes,0,0,1,0,1,0,12,478,431
11,boy,yes,1,0,0,1,0,0,11,602,503
76,girl,no,0,0,1,1,0,0,22,412,402
75,girl,no,0,0,1,1,0,0,3,468,424
22,girl,yes,0,1,0,0,1,0,7,449,400
9,girl,no,1,0,0,1,0,0,5,536,545
76,boy,yes,1,0,0,1,0,0,2,439,410
45,girl,yes,0,0,1,0,1,0,3,489,436
46,girl,no,0,0,1,1,0,0,4,559,495
13,boy,no,0,1,0,1,0,0,6,520,428
52,girl,no,1,0,0,1,0,0,12,506,470
44,girl,yes,0,0,1,0,1,0,3,520,510
47,girl,no,0,1,0,1,0,0,15,520,545
23,girl,yes,0,0,1,0,1,0,0,559,463
51,girl,no,0,1,0,1,0,0,12,506,463
80,girl,no,1,0,0,1,0,0,4,513,468
9,girl,yes,0,0,1,0,1,0,14,494,448
64,boy,yes,0,0,1,1,0,0,19,454,410
43,boy,no,0,1,0,1,0,0,17,449,416
22,boy,yes,1,0,0,0,1,0,1,444,414
13,girl,yes,1,0,0,1,0,0,6,602,485
71,girl,yes,0,0,1,1,0,0,20,444,398
72,girl,no,1,0,0,1,0,0,8,513,445
54,boy,no,0,1,0,1,0,0,7,489,443
48,girl,no,1,0,0,1,0,0,4,484,440
62,girl,no,0,1,0,0,0,1,4,454,390
69,girl,yes,0,1,0,1,0,0,6,489,465
64,girl,no,0,1,0,1,0,0,5,444,433
75,girl,no,0,0,1,1,0,0,3,506,431
58,boy,no,1,0,0,1,0,0,3,463,455
63,boy,no,0,1,0,1,0,0,7,500,440
11,girl,no,1,0,0,1,0,0,11,478,472
31,boy,yes,1,0,0,0,1,0,0,478,448
66,girl,no,0,0,1,1,0,0,15,484,448
33,girl,yes,0,1,0,0,1,0,5,500,476
5,girl,yes,0,1,0,1,0,0,8,459,403
73,boy,no,0,1,0,1,0,0,14,494,460
70,boy,no,0,0,1,1,0,0,15,484,437
10,girl,yes,1,0,0,1,0,0,3,576,472
20,boy,yes,0,1,0,0,1,0,12,429,422
68,girl,yes,0,1,0,1,0,0,10,473,407
43,girl,no,1,0,0,1,0,0,3,602,495
15,girl,no,1,0,0,0,1,0,11,489,440
17,boy,no,0,0,1,1,0,0,5,500,427
33,boy,yes,0,1,0,0,1,0,5,454,461
44,girl,yes,0,1,0,0,1,0,0,463,428
19,girl,yes,0,0,1,0,1,0,2,489,434
47,boy,no,0,0,1,1,0,0,11,473,437
68,boy,yes,0,0,1,0,1,0,6,500,461
51,girl,no,0,1,0,1,0,0,5,602,465
3,girl,yes,0,1,0,1,0,0,9,478,445
34,boy,yes,0,0,1,1,0,0,2,500,433
18,girl,yes,0,1,0,0,1,0,11,454,410
4,boy,yes,0,1,0,1,0,0,7,489,403
70,boy,no,0,1,0,1,0,0,27,500,436
29,boy,yes,0,1,0,0,1,0,17,454,408
4,girl,yes,0,1,0,1,0,0,7,444,407
33,boy,yes,1,0,0,0,1,0,6,405,398
37,boy,yes,0,1,0,1,0,0,0,449,437
80,boy,no,1,0,0,1,0,0,4,444,436
68,girl,yes,0,0,1,0,1,0,8,484,470
67,girl,no,0,1,0,1,0,0,13,484,430
73,boy,yes,0,1,0,1,0,0,14,463,428
45,boy,yes,0,1,0,0,1,0,11,339,380
66,boy,no,0,1,0,1,0,0,13,520,472
16,boy,yes,0,1,0,0,1,0,17,463,414
55,girl,no,1,0,0,1,0,0,13,429,397
12,boy,yes,0,1,0,1,0,0,12,602,455
74,boy,no,0,0,1,1,0,0,12,489,430
78,girl,no,1,0,0,1,0,0,8,384,407
33,boy,yes,1,0,0,0,1,0,6,459,398
5,girl,no,0,1,0,1,0,0,8,459,437
44,boy,yes,1,0,0,1,0,0,24,506,414
11,boy,no,0,0,1,1,0,0,11,547,492
73,girl,no,0,1,0,1,0,0,14,536,468
63,boy,no,1,0,0,0,1,0,6,463,428
24,girl,yes,1,0,0,0,1,0,6,412,388
66,girl,yes,0,1,0,1,0,0,13,478,430
13,girl,yes,0,0,1,1,0,0,4,494,448
21,boy,yes,0,1,0,1,0,0,5,484,410
64,girl,no,1,0,0,1,0,0,20,506,478
68,girl,yes,0,0,1,0,1,0,8,463,414
4,boy,no,0,1,0,1,0,0,7,454,393
12,boy,yes,0,1,0,1,0,0,12,423,408
52,girl,no,1,0,0,1,0,0,12,536,467
13,girl,no,1,0,0,1,0,0,6,576,495
35,boy,no,0,0,1,1,0,0,5,547,472
8,boy,no,0,1,0,1,0,0,12,547,467
40,girl,yes,1,0,0,1,0,0,2,506,453
6,girl,yes,0,1,0,1,0,0,11,454,405
80,boy,no,0,1,0,1,0,0,13,439,433
16,girl,yes,0,1,0,0,1,0,6,444,405
9,boy,no,0,0,1,1,0,0,14,473,460
58,girl,no,1,0,0,1,0,0,3,528,490
40,boy,yes,1,0,0,1,0,0,2,506,448
66,boy,no,0,1,0,1,0,0,13,459,460
51,girl,no,1,0,0,1,0,0,11,478,453
70,boy,yes,1,0,0,1,0,0,10,576,465
44,boy,yes,0,0,1,0,1,0,3,489,443
60,boy,no,0,0,1,1,0,0,1,468,443
7,girl,yes,0,0,1,1,0,0,4,536,463
63,girl,no,0,0,1,1,0,0,7,500,436
25,girl,yes,0,0,1,0,1,0,12,429,413
9,girl,no,0,0,1,1,0,0,13,528,453
2,girl,yes,0,0,1,0,1,0,12,478,433
64,boy,no,0,0,1,1,0,0,19,506,472
29,boy,yes,1,0,0,0,1,0,5,484,400
1,girl,no,1,0,0,1,0,0,10,444,427
56,girl,yes,1,0,0,1,0,0,13,418,398
3,boy,yes,0,1,0,1,0,0,9,434,407
72,girl,yes,0,1,0,1,0,0,10,528,451
61,girl,no,1,0,0,1,0,0,22,418,413
19,boy,yes,0,1,0,0,1,0,0,513,500
56,boy,yes,0,1,0,0,1,0,7,405,397
41,boy,no,0,0,1,1,0,0,18,489,461
8,boy,no,0,1,0,1,0,0,12,513,428
12,girl,yes,1,0,0,1,0,0,20,439,386
47,boy,no,0,1,0,1,0,0,15,459,403
46,girl,no,0,0,1,1,0,0,4,439,436
16,girl,yes,1,0,0,0,1,0,8,429,398
20,boy,no,0,1,0,0,1,0,1,506,440
8,boy,no,0,1,0,1,0,0,12,423,418
3,girl,no,0,1,0,1,0,0,20,494,472
30,girl,yes,1,0,0,0,1,0,10,536,425
44,boy,yes,1,0,0,0,1,0,24,513,410
76,girl,no,0,0,1,1,0,0,22,559,467
41,girl,no,1,0,0,1,0,0,15,602,522
14,girl,yes,0,1,0,0,1,0,1,473,427
60,boy,no,0,0,1,1,0,0,1,547,463
1,girl,yes,0,1,0,0,1,0,9,444,419
71,boy,yes,0,1,0,1,0,0,2,429,393
7,boy,no,1,0,0,1,0,0,15,536,463
16,girl,yes,0,1,0,0,1,0,6,454,393
50,boy,no,1,0,0,1,0,0,13,454,461
32,boy,yes,1,0,0,0,1,0,3,405,382
61,boy,yes,0,0,1,1,0,0,7,484,433
13,boy,yes,0,0,1,0,1,0,4,500,460
56,girl,no,1,0,0,1,0,0,3,484,428
68,boy,yes,1,0,0,1,0,0,10,489,467
28,boy,yes,0,0,1,0,1,0,6,405,403
76,boy,yes,1,0,0,1,0,0,2,478,411
42,girl,no,1,0,0,1,0,0,14,626,532
35,boy,no,1,0,0,1,0,0,4,454,428
80,girl,yes,1,0,0,0,1,0,4,439,414
1,boy,no,0,0,1,1,0,0,14,513,428
24,boy,no,0,0,1,0,1,0,5,520,430
56,boy,no,0,1,0,1,0,0,7,418,378
71,boy,yes,0,0,1,1,0,0,6,536,455
43,girl,no,0,1,0,1,0,0,17,489,424
55,boy,no,1,0,0,1,0,0,13,559,424
63,girl,yes,0,0,1,1,0,0,4,520,463
29,girl,yes,1,0,0,0,1,0,5,405,402
52,girl,no,1,0,0,1,0,0,12,405,380
29,boy,yes,1,0,0,0,1,0,5,454,425
14,boy,yes,0,1,0,0,1,0,1,489,450
73,girl,yes,0,0,1,1,0,0,1,444,470
19,girl,yes,0,0,1,0,1,0,2,449,425
22,boy,yes,1,0,0,0,1,0,1,500,434
60,girl,yes,0,0,1,1,0,0,11,423,397
50,girl,no,1,0,0,1,0,0,13,484,431
67,boy,no,0,1,0,1,0,0,13,444,425
63,girl,no,0,0,1,1,0,0,4,528,483
45,girl,yes,1,0,0,0,1,0,12,405,395
37,girl,yes,1,0,0,0,1,0,5,459,447
51,girl,no,0,0,1,1,0,0,16,513,476
10,boy,no,1,0,0,1,0,0,3,547,487
3,boy,no,0,1,0,1,0,0,20,459,427
44,boy,yes,0,0,1,0,1,0,3,489,443
7,boy,no,0,0,1,1,0,0,4,506,458
6,boy,yes,0,1,0,1,0,0,11,494,430
27,girl,yes,1,0,0,0,1,0,6,506,431
16,girl,yes,0,0,1,0,1,0,1,494,445
2,girl,yes,0,0,1,1,0,0,12,412,402
51,girl,no,0,0,1,1,0,0,15,602,500
76,girl,yes,0,1,0,1,0,0,13,576,460
24,boy,no,0,0,1,0,1,0,5,500,456
22,girl,yes,1,0,0,0,1,0,24,468,422
39,girl,yes,1,0,0,1,0,0,4,484,403
37,boy,no,0,0,1,1,0,0,13,489,451
56,boy,yes,1,0,0,0,1,0,13,405,398
47,boy,no,0,1,0,1,0,0,15,478,418
20,boy,no,0,1,0,0,1,0,12,429,403
18,boy,yes,1,0,0,0,1,0,10,444,416
60,boy,yes,0,1,0,1,0,0,5,494,413
32,girl,yes,0,0,1,0,1,0,14,459,461
46,boy,yes,0,0,1,0,1,0,4,454,451
69,girl,no,0,1,0,1,0,0,6,547,437
63,boy,no,0,1,0,1,0,0,12,528,437
69,girl,no,1,0,0,1,0,0,16,602,474
53,boy,yes,0,1,0,0,1,0,9,444,398
16,boy,yes,0,1,0,0,1,0,17,468,424
43,girl,no,1,0,0,1,0,0,3,513,436
37,girl,yes,0,0,1,1,0,0,1,473,413
32,boy,yes,0,1,0,0,1,0,0,473,403
48,girl,yes,0,1,0,1,0,0,13,547,425
32,boy,yes,1,0,0,0,1,0,3,473,403
48,boy,yes,1,0,0,1,0,0,4,454,414
34,girl,no,0,0,1,1,0,0,2,500,460
32,girl,yes,0,1,0,0,1,0,2,423,402
58,girl,no,0,1,0,1,0,0,3,513,427
3,girl,yes,0,0,1,1,0,0,9,412,393
4,boy,no,0,1,0,1,0,0,7,449,397
49,girl,yes,0,1,0,1,0,0,9,468,428
31,girl,yes,0,1,0,0,1,0,11,506,448
4,girl,no,1,0,0,1,0,0,8,500,428
61,boy,no,1,0,0,1,0,0,22,463,439
54,boy,no,0,1,0,1,0,0,7,459,440
38,girl,yes,0,1,0,1,0,0,8,506,472
14,girl,yes,0,1,0,0,1,0,1,468,422
25,boy,no,1,0,0,1,0,0,18,449,408
15,boy,yes,1,0,0,0,1,0,11,449,402
67,boy,no,1,0,0,1,0,0,0,494,428
24,girl,no,0,1,0,0,1,0,10,429,428
13,girl,no,0,1,0,1,0,0,6,506,456
68,girl,no,0,1,0,1,0,0,10,468,433
72,boy,yes,0,1,0,1,0,0,10,484,437
36,girl,no,1,0,0,1,0,0,15,494,450
51,girl,no,1,0,0,1,0,0,11,439,398
51,boy,yes,0,1,0,1,0,0,5,463,425
46,boy,no,0,1,0,1,0,0,0,439,402
12,girl,no,0,1,0,1,0,0,12,506,455
72,boy,yes,0,1,0,1,0,0,10,454,436
68,boy,yes,0,1,0,0,1,0,10,489,416
22,girl,yes,0,1,0,0,1,0,16,439,433
1,girl,no,1,0,0,1,0,0,5,484,425
46,boy,yes,0,1,0,1,0,0,0,484,422
27,boy,yes,0,0,1,0,1,0,1,528,434
25,girl,no,0,1,0,1,0,0,2,494,450
4,boy,no,0,1,0,1,0,0,7,506,433
2,boy,no,1,0,0,0,1,0,6,405,402
75,boy,no,1,0,0,1,0,0,11,484,425
11,girl,no,0,1,0,1,0,0,13,576,510
22,boy,yes,0,1,0,0,1,0,16,463,425
29,boy,yes,0,1,0,0,1,0,17,468,414
70,girl,no,0,1,0,1,0,0,14,559,430
28,boy,yes,0,0,1,0,1,0,8,478,431
19,girl,yes,1,0,0,0,1,0,6,478,436
21,boy,no,1,0,0,1,0,0,1,513,427
72,girl,no,0,1,0,1,0,0,10,576,492
31,girl,yes,0,1,0,0,1,0,11,536,472
23,girl,no,1,0,0,0,1,0,1,528,442
7,boy,yes,0,0,1,1,0,0,6,463,413
46,boy,no,1,0,0,1,0,0,12,536,439
64,girl,no,0,0,1,1,0,0,19,449,453
48,boy,yes,0,1,0,1,0,0,13,478,428
40,girl,yes,0,0,1,1,0,0,27,478,422
31,girl,yes,0,1,0,0,1,0,11,528,476
4,girl,no,0,0,1,1,0,0,0,444,421
37,girl,yes,0,0,1,0,1,0,13,506,455
32,girl,yes,0,1,0,0,1,0,0,439,414
33,boy,yes,0,1,0,0,1,0,22,429,425
20,girl,yes,0,0,1,0,1,0,21,478,402
5,boy,yes,0,0,1,1,0,0,8,412,397
13,boy,no,0,0,1,1,0,0,4,547,455
40,girl,yes,0,1,0,1,0,0,21,423,439
74,boy,no,0,0,1,1,0,0,12,494,427
20,girl,yes,1,0,0,0,1,0,4,494,437
10,boy,no,0,0,1,1,0,0,12,626,490
61,boy,no,0,1,0,1,0,0,8,478,410
72,boy,yes,0,1,0,1,0,0,10,444,418
45,boy,yes,0,0,1,0,1,0,3,459,408
78,boy,no,1,0,0,1,0,0,8,500,397
42,boy,no,1,0,0,1,0,0,14,444,439
44,girl,yes,1,0,0,0,1,0,24,513,430
71,boy,no,0,1,0,1,0,0,2,513,430
51,girl,no,1,0,0,1,0,0,13,434,428
51,girl,no,1,0,0,1,0,0,11,536,455
66,boy,no,1,0,0,1,0,0,8,444,451
24,boy,yes,0,0,1,0,1,0,5,429,413
30,boy,yes,1,0,0,0,1,0,10,559,437
72,boy,yes,1,0,0,1,0,0,12,536,487
20,boy,no,0,1,0,0,1,0,1,449,439
30,girl,yes,0,1,0,0,1,0,24,602,451
33,girl,yes,0,1,0,0,1,0,5,468,431
22,girl,yes,1,0,0,0,1,0,24,547,456
69,boy,yes,1,0,0,1,0,0,16,506,430
68,boy,no,0,0,1,1,0,0,6,576,470
16,girl,yes,0,0,1,0,1,0,2,520,434
79,boy,no,1,0,0,1,0,0,13,489,428
1,girl,no,1,0,0,1,0,0,10,520,476
16,girl,yes,0,1,0,0,1,0,6,449,410
44,boy,yes,0,0,1,1,0,0,3,528,461
70,girl,yes,0,0,1,1,0,0,8,405,378
44,girl,yes,0,0,1,0,1,0,3,520,480
76,girl,yes,0,1,0,1,0,0,13,513,425
59,girl,no,1,0,0,1,0,0,0,506,445
73,boy,no,0,1,0,1,0,0,14,500,437
78,boy,yes,1,0,0,1,0,0,8,478,424
58,girl,yes,0,1,0,0,1,0,17,500,431
76,girl,no,1,0,0,1,0,0,1,528,450
55,boy,no,1,0,0,1,0,0,13,536,439
79,girl,no,0,0,1,1,0,0,5,576,424
7,boy,yes,1,0,0,0,1,0,0,473,427
35,boy,no,1,0,0,1,0,0,4,494,442
54,boy,no,1,0,0,1,0,0,13,536,461
21,girl,no,0,1,0,1,0,0,15,513,436
62,boy,yes,0,1,0,1,0,0,4,489,448
9,boy,no,1,0,0,1,0,0,8,536,465
55,boy,no,0,0,1,1,0,0,15,484,497
61,girl,no,0,0,1,1,0,0,11,506,425
57,boy,no,0,1,0,1,0,0,8,444,442
19,boy,yes,0,1,0,0,1,0,0,444,407
52,girl,no,1,0,0,1,0,0,12,513,425
22,boy,yes,0,1,0,0,1,0,16,434,434
58,girl,no,0,0,1,1,0,0,5,547,532
74,girl,no,1,0,0,1,0,0,13,478,427
78,boy,no,0,1,0,1,0,0,3,473,403
40,girl,yes,1,0,0,1,0,0,2,559,451
22,girl,no,1,0,0,0,1,0,24,463,448
40,boy,yes,0,0,1,1,0,0,4,484,427
8,girl,yes,1,0,0,1,0,0,12,439,418
44,boy,yes,0,1,0,0,1,0,0,418,390
76,boy,yes,0,1,0,1,0,0,13,528,421
16,girl,yes,1,0,0,0,1,0,8,429,405
68,boy,no,0,0,1,0,1,0,8,459,439
2,boy,yes,0,0,1,0,1,0,12,399,400
49,boy,yes,1,0,0,1,0,0,11,463,405
9,boy,yes,1,0,0,1,0,0,8,478,436
57,boy,no,1,0,0,1,0,0,2,468,416
4,girl,no,1,0,0,1,0,0,8,489,414
55,girl,yes,0,1,0,1,0,0,13,489,418
63,girl,no,0,1,0,1,0,0,12,536,447
49,girl,no,0,1,0,1,0,0,9,559,497
56,boy,yes,0,0,1,0,1,0,3,439,397
44,boy,yes,1,0,0,0,1,0,24,547,437
70,boy,yes,0,0,1,1,0,0,8,439,436
20,girl,no,0,1,0,0,1,0,1,468,427
61,boy,no,0,0,1,1,0,0,11,547,472
70,girl,no,0,1,0,1,0,0,14,520,468
74,girl,no,0,0,1,1,0,0,14,536,450
62,girl,yes,0,1,0,1,0,0,4,463,431
2,boy,yes,0,1,0,0,1,0,17,444,400
1,boy,yes,0,1,0,0,1,0,9,454,419
56,girl,no,0,1,0,1,0,0,7,365,391
23,boy,yes,0,0,1,0,1,0,0,489,434
69,girl,no,0,0,1,1,0,0,6,478,436
67,boy,yes,0,1,0,1,0,0,13,454,442
37,girl,no,0,1,0,1,0,0,11,547,437
58,boy,no,0,0,1,1,0,0,8,513,451
5,girl,no,0,1,0,1,0,0,8,412,411
76,girl,yes,1,0,0,1,0,0,1,463,433
29,girl,yes,0,0,1,0,1,0,5,473,451
72,boy,no,1,0,0,1,0,0,12,536,522
39,boy,no,0,0,1,1,0,0,6,449,402
55,boy,yes,1,0,0,1,0,0,13,423,408
16,boy,yes,1,0,0,0,1,0,8,405,386
66,boy,no,0,1,0,1,0,0,13,444,411
41,girl,no,0,1,0,1,0,0,16,626,465
46,boy,no,1,0,0,1,0,0,12,468,433
18,girl,yes,0,1,0,0,1,0,11,423,411
63,girl,yes,0,1,0,1,0,0,12,434,403
28,girl,yes,0,1,0,0,1,0,5,375,382
15,boy,no,0,0,1,0,1,0,12,506,447
2,boy,yes,0,1,0,1,0,0,17,463,414
60,boy,no,0,0,1,1,0,0,1,473,416
42,girl,no,0,1,0,1,0,0,3,484,403
41,girl,no,0,1,0,0,0,1,16,528,565
51,girl,no,0,0,1,1,0,0,16,500,445
20,boy,yes,0,1,0,0,1,0,12,506,431
55,boy,no,1,0,0,1,0,0,13,429,425
21,girl,yes,0,1,0,1,0,0,5,536,443
74,boy,no,0,1,0,1,0,0,8,528,421
72,girl,no,0,0,1,1,0,0,6,576,492
47,girl,yes,1,0,0,1,0,0,5,449,407
39,girl,yes,1,0,0,1,0,0,4,506,439
37,boy,no,0,1,0,1,0,0,11,459,416
66,boy,no,1,0,0,1,0,0,8,429,398
5,girl,yes,1,0,0,1,0,0,8,439,419
74,girl,no,1,0,0,1,0,0,13,412,402
15,boy,yes,0,0,1,0,1,0,12,468,430
7,girl,no,0,1,0,1,0,0,9,559,455
72,girl,no,0,0,1,1,0,0,16,602,514
40,boy,yes,0,1,0,1,0,0,21,626,485
55,boy,no,0,1,0,1,0,0,13,536,461
79,boy,no,0,0,1,1,0,0,5,576,453
43,girl,yes,0,0,1,1,0,0,0,449,422
79,girl,no,0,0,1,1,0,0,5,484,433
40,girl,yes,0,1,0,1,0,0,21,468,434
13,boy,yes,0,1,0,1,0,0,6,528,431
72,boy,no,1,0,0,1,0,0,8,513,455
56,girl,no,1,0,0,1,0,0,13,500,410
18,girl,no,0,0,1,0,1,0,10,434,400
68,girl,yes,0,1,0,0,1,0,10,489,467
1,girl,no,1,0,0,1,0,0,10,484,467
36,girl,no,1,0,0,1,0,0,15,459,453
23,boy,yes,0,0,1,0,1,0,0,576,497
20,boy,no,0,1,0,0,1,0,1,520,483
5,girl,yes,1,0,0,1,0,0,8,412,397
61,boy,no,1,0,0,1,0,0,22,520,442
13,girl,yes,1,0,0,1,0,0,6,536,474
55,boy,no,1,0,0,1,0,0,13,434,393
46,girl,yes,1,0,0,1,0,0,12,559,455
38,boy,yes,1,0,0,1,0,0,13,429,434
55,boy,no,0,1,0,1,0,0,13,463,416
22,boy,yes,0,1,0,0,1,0,16,444,422
41,boy,no,0,1,0,1,0,0,16,602,565
41,boy,no,1,0,0,1,0,0,15,576,461
58,girl,no,0,1,0,1,0,0,3,494,467
43,boy,no,0,1,0,1,0,0,17,520,418
23,girl,yes,0,0,1,0,1,0,11,478,427
68,girl,yes,1,0,0,0,1,0,16,494,465
54,boy,no,0,1,0,1,0,0,7,520,458
44,girl,yes,1,0,0,0,1,0,24,528,431
69,girl,no,0,0,1,1,0,0,6,489,442
32,boy,yes,0,0,1,0,1,0,1,434,397
52,girl,yes,0,0,1,1,0,0,14,602,453
21,girl,no,0,0,1,1,0,0,14,489,460
74,girl,no,0,1,0,1,0,0,8,602,440
78,girl,no,0,0,1,1,0,0,8,478,428
52,boy,no,0,1,0,1,0,0,18,494,428
17,girl,yes,0,0,1,0,1,0,20,449,386
20,girl,no,0,1,0,0,1,0,1,536,467
74,girl,no,0,0,1,1,0,0,14,576,470
74,girl,yes,0,1,0,1,0,0,8,459,418
28,boy,yes,0,1,0,0,1,0,5,449,403
22,girl,yes,1,0,0,0,1,0,1,473,433
21,boy,no,0,1,0,0,1,0,15,506,422
16,boy,yes,0,1,0,0,1,0,17,454,416
13,boy,yes,0,1,0,1,0,0,6,500,425
28,girl,no,0,0,1,0,1,0,2,434,419
35,girl,yes,1,0,0,1,0,0,4,429,413
28,boy,yes,1,0,0,0,1,0,9,478,425
22,girl,yes,0,1,0,0,1,0,7,484,414
68,girl,yes,1,0,0,1,0,0,10,468,434
22,girl,yes,0,1,0,0,1,0,7,418,398
6,girl,no,0,0,1,1,0,0,12,536,451
33,boy,yes,0,1,0,0,1,0,5,449,398
18,girl,yes,1,0,0,0,1,0,9,520,492
57,girl,no,0,0,1,1,0,0,1,459,428
52,girl,no,0,1,0,1,0,0,18,536,518
18,boy,no,0,1,0,1,0,0,11,520,443
50,boy,yes,1,0,0,1,0,0,13,489,431
33,girl,yes,0,0,1,0,1,0,14,459,450
70,girl,yes,1,0,0,1,0,0,10,500,436
58,boy,no,0,0,1,1,0,0,5,576,485
12,girl,no,0,1,0,1,0,0,12,489,433
16,girl,yes,0,1,0,0,1,0,17,392,407
28,girl,yes,0,0,1,0,1,0,2,513,447
17,girl,yes,0,1,0,0,1,0,8,444,405
73,boy,no,0,0,1,1,0,0,1,473,463
6,boy,yes,0,1,0,1,0,0,11,489,448
7,girl,no,0,1,0,1,0,0,9,602,538
14,girl,no,0,1,0,0,1,0,1,513,439
8,boy,no,1,0,0,1,0,0,12,468,424
26,boy,yes,0,0,1,0,1,0,1,429,393
20,boy,no,1,0,0,0,1,0,4,454,403
4,girl,no,0,1,0,1,0,0,7,454,416
12,boy,no,0,0,1,1,0,0,9,454,398
32,girl,yes,0,0,1,0,1,0,1,405,408
16,boy,yes,0,1,0,0,1,0,17,418,393
46,girl,no,0,1,0,1,0,0,0,454,447
32,boy,yes,0,0,1,0,1,0,1,405,430
16,girl,yes,1,0,0,0,1,0,8,384,393
24,girl,no,0,1,0,0,1,0,10,489,421
75,girl,no,1,0,0,1,0,0,11,478,461
30,boy,yes,0,0,1,0,1,0,2,559,458
21,girl,yes,1,0,0,1,0,0,1,459,395
76,boy,no,0,1,0,1,0,0,13,463,419
35,girl,no,0,1,0,1,0,0,12,454,411
40,boy,no,0,0,1,1,0,0,4,559,463
19,boy,yes,0,0,1,0,1,0,6,494,427
49,boy,yes,1,0,0,1,0,0,11,418,395
3,boy,no,1,0,0,1,0,0,8,473,445
29,boy,yes,0,1,0,0,1,0,17,473,425
74,girl,no,1,0,0,0,1,0,13,494,411
20,girl,no,0,1,0,0,1,0,12,454,413
28,girl,yes,0,1,0,0,1,0,10,478,474
4,girl,no,0,1,0,1,0,0,7,439,395
21,girl,no,0,1,0,1,0,0,15,513,467
6,boy,no,0,1,0,1,0,0,11,384,398
12,boy,yes,0,1,0,1,0,0,12,536,476
57,boy,no,1,0,0,0,1,0,2,468,428
72,boy,yes,0,1,0,1,0,0,10,392,398
7,boy,no,0,1,0,1,0,0,3,429,427
44,boy,no,0,1,0,0,1,0,0,434,424
60,girl,yes,0,1,0,1,0,0,5,454,411
75,boy,no,1,0,0,1,0,0,13,444,391
5,boy,no,0,0,1,1,0,0,8,626,510
32,girl,yes,0,0,1,0,1,0,1,434,434
68,boy,no,0,0,1,1,0,0,6,602,453
19,boy,yes,0,0,1,0,1,0,6,454,400
27,boy,yes,1,0,0,0,1,0,12,444,453
22,boy,yes,0,0,1,0,1,0,9,429,393
46,girl,yes,1,0,0,1,0,0,12,434,410
62,boy,yes,0,1,0,1,0,0,4,494,433
13,girl,no,1,0,0,1,0,0,6,506,470
40,girl,no,1,0,0,1,0,0,2,576,483
18,girl,no,0,0,1,0,1,0,10,520,465
32,girl,yes,1,0,0,0,1,0,2,429,388
3,girl,no,0,1,0,1,0,0,20,489,439
33,girl,yes,0,1,0,0,1,0,5,494,443
58,boy,no,1,0,0,1,0,0,3,513,476
59,boy,no,0,1,0,1,0,0,8,547,497
24,girl,no,0,0,1,0,1,0,5,418,422
